Year;CP;Estimation_method;Estimation_method_detailed;Road;RoadCategory;Easting;Northing;Longitute;Latitude;StartJunction;EndJunction;LinkLength_miles;LinkLength_kilometres;Motorcycles;CarsTaxis;BusesCoaches;LightGoodsVehicles;AllHGVs;AllMotorVehicles;;MotorcycleCO2PerKilometer;CarsTaxisCO2PerKilometer;BusesCoachesCO2PerKilometer;LightGoodsVehiclesCO2PerKilometer;AllHGVsCO2PerKilometer;TotalEmissionsPerSection;;Rank;
2001;20987;Counted;Manual count;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;29.94;6046.95;28.8;862.07;198.68;7166.44;;;;;;;;;;
2001;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;15.72;2254.51;30.01;241.27;32.86;2574.37;;;;;;;;;;
2001;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;19.87;1174.78;57.22;184.93;22.39;1459.19;;;;;;;;;;
2001;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;52.39;4228.35;112.95;487.51;187.11;5068.31;;;;;;;;;;
2001;30992;Counted;Manual count;A90;TU;391350;809035;;;A9012;A96;0.62;;101.38;7854.78;66.23;1012.21;188.02;9222.61;;;;;;;;;;
2001;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;169.83;13330.63;162.75;1348.01;788.11;15799.33;;;;;;;;;;
2001;40854;Counted;Manual count;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;54.73;5782.53;388.26;745.92;630.01;7601.44;;;;;;;;;;
2001;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;38.6;5992.09;101.72;633.27;247.78;7013.46;;;;;;;;;;
2001;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;32.3;2096.73;121.2;418.22;233.15;2901.59;;;;;;;;;;
2001;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;49.53;7023.99;37.44;803.15;504.18;8418.29;;;;;;;;;;
2001;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;20.41;3989.06;102.33;737.28;185.34;5034.43;;;;;;;;;;
2001;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;5.31;695.3;1.22;88.86;6.19;796.89;;;;;;;;;;
2001;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;124.11;10536.24;83.1;1197.87;676.77;12618.09;;;;;;;;;;
2001;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;37.47;1985.46;418.97;438.02;60.65;2940.56;;;;;;;;;;
2001;74306;Counted;Dependent on a neighbouring counted link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;12.25;552.21;10.75;61.24;11.84;648.29;;;;;;;;;;
2001;74307;Counted;Dependent on a neighbouring counted link;A90;TR;393170;800230;;;LA boundary;A956;0.43;;63.35;5081.28;27.78;637.42;436.91;6246.74;;;;;;;;;;
2001;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;117.48;10328.4;101.54;1200.84;872.73;12620.99;;;;;;;;;;
2001;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;18.03;1966.36;17.69;223.29;118.39;2343.76;;;;;;;;;;
2001;74311;Counted;Dependent on a neighbouring counted link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;1.61;101.61;0.73;10.34;7.53;121.81;;;;;;;;;;
2001;74312;Counted;Manual count;A945;PU;394220;804670;;;A9013;A956;1.43;;134.06;7837.66;55.29;923.83;230.57;9181.41;;;;;;;;;;
2001;74313;Counted;Manual count;A956;PU;394510;805770;;;A945;A93;0.81;;63.1;5445.71;196.07;1093.27;696.41;7494.55;;;;;;;;;;
2001;74314;Counted;Manual count;A90;TU;391050;806950;;;A944;A9011;0.12;;9.66;1162.85;16.37;126.15;60.47;1375.5;;;;;;;;;;
2001;74315;Counted;Manual count;A978;PU;392440;807260;;;A944;A9011;0.37;;25.31;2029.23;38.1;154.45;17.42;2264.51;;;;;;;;;;
2001;74316;Counted;Manual count;A9011;PU;391610;807330;;;A90;A978;0.93;;14.63;3498.28;129.96;210.24;31.98;3885.09;;;;;;;;;;
2001;75459;Estimated;Estimated using previous year's AADF on this link;A96;TU;391100;809200;;;A947;A90;1.3;;123.83;12486.66;306.72;1375.5;1213.09;15505.81;;;;;;;;;;
