-2.09425219,57.17179023
-2.11317715,57.14123236
-2.14118299,57.16276363
-2.25150107,57.19313338
-2.09096687,57.18077569
-2.21296204,57.10939264
-2.11890221,57.12290187
-2.18350694,57.19594605
-2.09419171,57.14780542
-2.11888625,57.11787139
-2.13394284,57.17220348
-2.14009676,57.13761241
-2.12332741,57.16278208
-2.11399512,57.13853675
-2.12389951,57.13583266
-2.14469114,57.17205702
-2.22005159,57.19148582
-2.09753854,57.16370265
-2.24922382,57.10061216
-2.11572224,57.16278918
-2.12320913,57.12685029
-2.10085494,57.16729342
-2.12728306,57.15918504
-2.14869144,57.14676533
-2.10409925,57.14483323
-2.27562089,57.09903003
-2.11435188,57.09299227
-2.08870517,57.20323469
-2.28532005,57.20137017
-2.26491211,57.14787611
-2.09712789,57.1328914
-2.09236147,57.14277636
-2.14957703,57.15332195
-2.12661149,57.15613151
-2.14033375,57.15674599
-2.14883141,57.17353444
-2.12056065,57.12505623
-2.09705437,57.10441533
-2.1169145,57.12101729
-2.18327647,57.11572775
-2.17518471,57.15077355
-2.18193331,57.17888094
-2.18708193,57.21570315
-2.10078413,57.14106302
-2.09072056,57.14753854
-2.1834472,57.15049225
-2.16692133,57.15087465
-2.1338699,57.15199196
-2.11734484,57.1529963
-2.10091593,57.18966128
-2.13858942,57.18526879
-2.11924506,57.12685407
-2.10677706,57.15668852
-2.09684564,57.15157619
-2.13390851,57.16277144
-2.11649299,57.14482258
-2.09498852,57.13612694
