,,http://www.scottishairquality.scot/data/emissions,,,,,
,,,,,,,
Year,Local Authority Area,Registered Company Name (Site Name),Site Company Name,Industry Sector,Pollutant Name,Total Emission,Return Availability
2018,Aberdeenshire,Shell UK Limited. Shell UK Ltd St Fergus Gas Plant,St Fergus Gas Plant Peterhead Aberdeenshire AB42 6WJ,1(a),Methane,-,Not Yet Submitted
2018,Aberdeenshire,SSE Generation Limited. SSE Gen Peterhead Power Station Peterhead,Boddam Peterhead Aberdeenshire AB42 3BZ,1(c),Hydrofluorocarbons (HFCs),-,Not Yet Submitted
2018,Aberdeenshire,SSE Generation Limited. SSE Gen Peterhead Power Station Peterhead,Boddam Peterhead Aberdeenshire AB42 3BZ,1(c),Carbon dioxide,-,Not Yet Submitted
2018,Aberdeenshire,SSE Generation Limited. SSE Gen Peterhead Power Station Peterhead,Boddam Peterhead Aberdeenshire AB42 3BZ,1(c),Nitrous oxide,-,Not Yet Submitted
2018,Aberdeenshire,SSE Generation Limited. SSE Gen Peterhead Power Station Peterhead,Boddam Peterhead Aberdeenshire AB42 3BZ,1(c),Methane,-,Not Yet Submitted
2018,Aberdeen City,National Oilwell Varco UK Limited. NOV ED Aberdeen,South Esplanade East Torry Aberdeen Aberdeenshire AB11 9PB,5(a),Carbon dioxide,-,Not Yet Submitted
2018,Aberdeenshire,National Grid Gas Plc. National Grid N.Sea Gas Terminal Peterhead,National Grid Gas Terminal St Fergus Peterhead Aberdeenshire AB42 3EP,1(c),Carbon dioxide,-,Not Yet Submitted
2018,Aberdeenshire,National Grid Gas Plc. National Grid N.Sea Gas Terminal Peterhead,National Grid Gas Terminal St Fergus Peterhead Aberdeenshire AB42 3EP,1(c),Methane,-,Not Yet Submitted
2018,Aberdeenshire,ABERDEENSHIRE COUNCIL. Ellon Waste Transfer Station Ellon,Ellon Waste Transfer Station Balmacassie Ellon ,5(a),Carbon dioxide,-,Not Yet Submitted
2018,Aberdeenshire,ABERDEENSHIRE COUNCIL. Ellon Waste Transfer Station Ellon,Ellon Waste Transfer Station Balmacassie Ellon ,5(a),Nitrous oxide,-,Not Yet Submitted
2018,Aberdeenshire,ABERDEENSHIRE COUNCIL. Ellon Waste Transfer Station Ellon,Ellon Waste Transfer Station Balmacassie Ellon ,5(a),Sulphur hexafluoride,-,Not Yet Submitted
2018,Aberdeenshire,ABERDEENSHIRE COUNCIL. Ellon Waste Transfer Station Ellon,Ellon Waste Transfer Station Balmacassie Ellon ,5(a),Methane,-,Not Yet Submitted
2018,Aberdeenshire,ABERDEENSHIRE COUNCIL. Ellon Waste Transfer Station Ellon,Ellon Waste Transfer Station Balmacassie Ellon ,5(a),Hydrofluorocarbons (HFCs),-,Not Yet Submitted
2018,Aberdeenshire,EIS Waste Services Ltd. EIS Waste Services Gallowhill,Gallowhill Checkbar Nigg Aberdeen ,5(a),Perfluorocarbons (PFCs),-,Not Yet Submitted
